Fecha,Hora,Megabytes Normal,Megabytes Picos
2023-09-22,00:23:26,1.19,2.27
2023-09-22,00:23:41,1.19,2.27
2023-09-22,00:24:01,1.19,2.27
2023-09-22,00:25:25,36.5,407.9
2023-09-22,00:25:38,1.19,2.27
2023-09-22,00:25:54,36.51,407.91
2023-09-22,00:26:00,1.19,2.27
2023-09-22,00:29:13,1.19,2.27
2023-09-22,00:30:36,1.19,2.27
2023-09-22,00:32:46,1.19,2.27
2023-09-22,00:33:15,1.19,2.27
2023-09-22,00:35:00,1.19,2.27
2023-09-22,00:37:28,1.19,2.27
2023-09-22,00:38:14,1.19,2.27
2023-09-22,00:45:40,1.19,2.27
2023-09-22,00:51:03,1.19,2.27
2023-09-22,00:51:56,1.19,2.27
2023-09-22,01:03:57,0.78,1.01
2023-09-22,01:04:44,1.19,2.27
2023-09-22,01:07:14,0.78,1.01
2023-09-22,01:08:04,1.19,2.27
2023-09-22,01:15:25,1.19,2.27
2023-09-22,01:15:51,0.78,1.01
2023-09-22,01:16:06,1.19,2.27
2023-09-22,01:16:20,1.19,2.27
2023-09-22,01:16:44,1.19,2.27
2023-09-22,01:16:58,1.19,2.27
2023-09-22,01:20:30,1.19,2.27
2023-09-22,01:21:57,1.19,2.27
2023-09-22,01:25:38,1.19,1.35
2023-09-22,01:29:19,1.18,1.35
2023-09-22,01:32:07,1.18,1.35
2023-09-22,01:35:39,1.18,1.35
2023-09-22,01:37:54,1.18,1.35
2023-09-22,01:41:45,1.19,2.27
2023-09-22,01:42:57,1.19,2.27
2023-09-22,01:43:40,1.19,2.27
2023-09-22,01:45:49,1.19,2.27
2023-09-22,01:47:25,1.19,2.27
2023-09-22,01:51:16,1.19,2.27
2023-09-22,01:52:45,1.19,2.27
2023-09-22,01:53:05,1.19,2.27
2023-09-22,01:57:03,36.26,407.87
2023-09-22,02:00:10,36.26,407.87
2023-09-22,02:01:47,1.19,2.27
2023-09-22,02:02:19,1.19,2.27
2023-09-22,02:14:31,1.19,2.27
2023-09-22,02:14:48,1.19,2.27
2023-09-22,02:15:22,36.26,407.87
2023-09-22,02:17:27,36.26,407.87
2023-09-22,02:18:40,1.19,2.27
2023-09-22,02:18:53,1.19,2.27
2023-09-22,02:19:01,1.19,2.27
2023-09-22,02:19:17,36.26,407.87
2023-09-22,02:19:52,1.19,2.27
2023-09-22,02:23:14,1.19,2.27
2023-09-22,02:24:25,1.19,2.27
2023-09-22,02:24:40,1.19,2.27
2023-09-22,02:25:04,36.55,407.9
2023-09-22,02:25:32,1.19,2.27
2023-09-22,02:27:01,1.19,2.27
2023-09-22,02:27:17,1.19,2.27
2023-09-22,02:27:49,1.19,2.27
2023-09-22,02:28:27,1.19,2.27
2023-09-22,02:28:57,0.8,0.96
2023-09-22,02:45:41,0.8,0.96
2023-09-22,02:45:50,1.19,2.27
2023-09-22,02:46:03,1.19,2.27
2023-09-22,02:46:19,0.8,0.96
2023-09-22,02:46:44,0.8,0.96
2023-09-22,02:46:55,0.8,0.96
2023-09-22,02:47:02,1.19,2.27
2023-09-22,02:47:48,1.19,2.27
2023-09-22,02:48:03,1.19,2.27
2023-09-22,02:49:50,1.19,2.27
2023-09-22,02:50:00,1.19,2.27
2023-09-22,02:50:31,1.19,2.27
2023-09-22,02:50:41,1.19,2.27
2023-09-22,02:50:46,1.19,2.27
2023-09-22,02:51:25,0.78,1.02
2023-09-22,02:54:43,0.78,1.01
2023-09-22,02:54:53,1.19,2.27
2023-09-22,02:56:39,0.78,1.01
2023-09-22,02:56:48,0.78,1.01
2023-09-22,02:57:37,0.78,1.01
2023-09-22,02:57:44,0.78,1.01
2023-09-22,02:58:20,1.49,54.24
2023-09-22,02:58:33,1.42,1.62
2023-09-22,02:58:45,0.77,1
2023-09-22,02:58:52,1.17,2.25
2023-09-22,02:59:08,1.18,2.27
2023-09-22,02:59:16,1.18,2.27
2023-09-22,02:59:34,1.18,2.27
2023-09-22,03:00:14,1.18,2.27
2023-09-22,03:00:28,1.18,2.26
2023-09-22,03:02:58,0.79,0.95
2023-09-22,03:04:11,0.79,0.95
2023-09-22,03:08:19,0.79,0.95
2023-09-22,03:55:19,0.79,0.95
2023-09-22,03:57:45,0.78,0.95
2023-09-22,03:58:08,0.78,0.95
2023-09-22,03:58:37,0.78,0.95
2023-09-22,04:00:41,0.78,0.95
2023-09-22,04:02:18,0.78,0.95
2023-09-22,04:02:32,0.78,0.95
2023-09-22,04:02:41,0.78,0.95
2023-09-22,05:03:08,0.84,0.95
2023-09-22,05:05:51,0.83,0.95
2023-09-22,04:09:34,0.79,0.95
2023-09-22,04:11:42,0.79,0.95
2023-09-22,04:12:55,0.79,0.95
2023-09-22,04:12:56,0.79,0.95
2023-09-22,04:15:15,0.79,0.95
2023-09-22,04:15:17,0.79,0.95
2023-09-22,04:16:38,0.79,0.95
2023-09-22,04:16:39,0.79,0.95
2023-09-22,04:17:44,0.79,0.95
2023-09-22,04:17:45,0.78,0.94
2023-09-22,04:19:00,0.79,0.95
2023-09-22,04:19:00,0.79,0.95
2023-09-22,04:19:12,0.79,0.95
2023-09-22,04:19:12,0.79,0.95
2023-09-22,04:22:57,0.79,0.95
2023-09-22,04:22:58,0.78,0.94
2023-09-22,04:23:26,0.79,0.95
2023-09-22,04:23:26,0.79,0.95
2023-09-22,04:23:59,0.79,0.95
2023-09-22,04:24:33,0.79,0.95
2023-09-22,04:25:08,0.78,0.95
2023-09-22,04:26:08,0.78,0.95
2023-09-22,04:26:10,0.78,0.95
2023-09-22,04:26:43,0.78,0.95
2023-09-22,04:26:43,0.78,0.95
2023-09-22,04:27:12,0.78,0.95
2023-09-22,04:28:00,0.78,0.95
2023-09-22,04:28:13,0.78,0.95
2023-09-22,04:28:13,0.78,0.95
2023-09-22,04:28:57,0.78,0.95
2023-09-22,04:28:58,0.78,0.95
2023-09-22,04:29:15,0.79,0.95
2023-09-22,04:29:16,0.78,0.95
2023-09-22,04:29:53,0.79,0.95
2023-09-22,04:29:54,0.78,0.95
2023-09-22,04:30:17,0.79,0.95
2023-09-22,04:30:19,0.78,0.95
2023-09-22,04:32:04,0.79,0.95
2023-09-22,04:34:44,0.79,0.95
2023-09-22,04:35:17,0.79,0.95
2023-09-22,04:35:37,0.79,0.95
2023-09-22,04:36:54,0.79,0.95
2023-09-22,04:38:10,0.79,0.95
2023-09-22,04:39:45,0.78,0.95
2023-09-22,04:40:35,0.79,0.95
2023-09-22,04:42:18,0.79,0.95
2023-09-22,04:45:17,0.79,0.95
2023-09-22,04:45:50,0.79,0.95
2023-09-22,04:46:43,0.79,0.95
2023-09-22,04:47:57,0.79,0.95
2023-09-22,04:48:14,0.79,0.95
2023-09-22,04:48:39,0.79,0.95
2023-09-22,04:48:50,0.79,0.95
2023-09-22,04:49:29,0.79,0.95
2023-09-22,04:49:29,0.79,0.95
2023-09-22,04:51:02,0.79,0.95
2023-09-22,04:51:03,0.78,0.94
2023-09-22,04:51:34,0.79,0.95
2023-09-22,04:51:34,0.79,0.95
2023-09-22,04:52:18,0.79,0.95
2023-09-22,04:52:18,0.79,0.95
2023-09-22,04:53:04,0.79,0.95
2023-09-22,04:53:05,0.79,0.95
2023-09-22,04:54:20,0.79,0.95
2023-09-22,04:54:20,0.79,0.95
2023-09-22,04:55:18,0.79,0.95
2023-09-22,04:55:19,0.79,0.95
2023-09-22,04:56:11,0.79,0.95
2023-09-22,04:56:12,0.79,0.95
2023-09-22,04:57:04,0.79,0.95
2023-09-22,04:57:04,0.79,0.95
2023-09-22,04:57:25,0.79,0.95
2023-09-22,04:57:26,0.79,0.95
2023-09-22,04:57:55,0.79,0.95
2023-09-22,04:58:48,0.79,0.95
2023-09-22,04:58:48,0.78,0.95
2023-09-22,04:59:28,0.79,0.95
2023-09-22,04:59:28,0.78,0.95
2023-09-22,05:00:00,0.79,0.95
2023-09-22,05:00:01,0.78,0.95
2023-09-22,05:01:10,0.79,0.95
2023-09-22,05:01:11,0.78,0.95
2023-09-22,05:04:55,0.79,0.95
2023-09-22,05:04:56,0.78,0.94
2023-09-22,05:07:10,0.78,0.95
2023-09-22,05:07:11,0.78,0.95
2023-09-22,05:14:20,0.79,0.95
2023-09-22,05:14:21,0.78,0.94
2023-09-22,05:15:41,0.79,0.95
2023-09-22,05:15:42,0.79,0.95
2023-09-22,05:15:57,0.79,0.95
2023-09-22,05:15:58,0.79,0.95
2023-09-22,05:16:26,0.79,0.95
2023-09-22,05:16:27,0.79,0.95
2023-09-22,05:16:57,0.79,0.95
2023-09-22,05:16:57,0.79,0.95
2023-09-22,05:17:45,0.79,0.95
2023-09-22,05:17:46,0.79,0.95
2023-09-22,05:18:08,0.79,0.95
2023-09-22,05:18:08,0.79,0.95
2023-09-22,05:18:38,0.79,0.95
2023-09-22,05:18:38,0.79,0.95
2023-09-22,05:19:49,0.79,0.95
2023-09-22,05:19:49,0.78,0.94
2023-09-22,05:22:02,0.79,0.95
2023-09-22,05:22:02,0.79,0.95
2023-09-22,05:28:33,0.79,0.95
2023-09-22,05:28:33,0.78,0.94
2023-09-22,05:30:42,0.79,0.95
2023-09-22,05:30:43,0.79,0.95
2023-09-22,05:31:58,0.79,0.95
2023-09-22,05:31:58,0.79,0.95
2023-09-22,05:34:03,0.79,0.95
2023-09-22,05:34:03,0.78,0.94
2023-09-22,05:35:30,0.79,0.95
2023-09-22,05:35:31,0.79,0.95
2023-09-22,11:40:25,0.79,0.95
2023-09-22,11:40:26,0.79,0.95
2023-09-22,11:50:34,0.79,0.95
2023-09-22,11:51:10,0.79,0.95
2023-09-22,11:51:11,0.79,0.95
2023-09-22,12:19:42,0.79,0.95
2023-09-22,12:19:42,0.79,0.94
2023-09-22,12:21:21,0.79,0.95
2023-09-22,12:21:21,0.79,0.95
2023-09-22,12:22:42,0.79,0.95
2023-09-22,12:22:43,0.79,0.95
2023-09-22,12:22:55,0.79,0.95
2023-09-22,12:22:55,0.79,0.95
2023-09-22,12:25:10,0.79,0.95
2023-09-22,12:25:11,0.79,0.95
2023-09-22,12:25:49,0.79,0.95
2023-09-22,12:25:50,0.79,0.95
2023-09-22,12:26:34,0.79,0.95
2023-09-22,12:26:35,0.79,0.95
2023-09-22,12:26:41,0.79,0.95
2023-09-22,12:26:42,0.79,0.95
2023-09-22,12:28:14,0.79,0.95
2023-09-22,12:28:14,0.79,0.94
2023-09-22,12:28:16,0.79,0.95
2023-09-22,12:28:17,0.79,0.95
2023-09-22,12:30:54,0.79,0.95
2023-09-22,12:30:54,0.79,0.95
2023-09-22,13:16:56,0.79,0.95
2023-09-22,13:17:20,0.79,0.95
2023-09-22,13:17:21,0.79,0.95
2023-09-22,13:27:54,0.79,0.95
2023-09-22,13:32:16,0.79,0.95
2023-09-22,13:32:16,0.79,0.95
2023-09-22,13:42:26,0.79,0.95
2023-09-22,13:43:30,0.79,0.95
2023-09-22,13:46:00,0.79,0.95
2023-09-22,13:46:01,0.79,0.95
2023-09-22,13:46:51,0.79,0.95
2023-09-22,13:46:52,0.79,0.95
2023-09-22,13:48:14,0.79,0.95
2023-09-22,13:48:15,0.79,0.95
2023-09-22,13:52:28,0.79,0.95
2023-09-22,13:53:12,0.79,0.95
2023-09-22,13:53:14,0.79,0.95
2023-09-22,13:55:24,0.79,0.95
2023-09-22,13:57:11,0.79,0.95
2023-09-22,13:57:12,0.79,0.95
2023-09-22,15:06:29,0.79,0.95
2023-09-22,15:31:32,0.79,0.95
2023-09-22,15:41:53,0.78,0.95
2023-09-22,15:44:22,0.78,0.95
2023-09-22,15:44:28,0.75,0.92
2023-09-22,15:44:54,0.75,0.92
2023-09-22,15:59:02,0.76,0.93
2023-09-22,15:59:02,0.76,0.93
2023-09-22,16:00:11,0.76,0.93
2023-09-22,16:00:11,0.76,0.93
2023-09-22,16:01:30,0.76,0.93
2023-09-22,16:01:31,0.76,0.93
2023-09-22,16:04:34,0.76,0.93
2023-09-22,16:04:34,0.75,0.92
2023-09-22,16:04:55,0.76,0.93
2023-09-22,16:04:55,0.76,0.93
2023-09-22,16:06:11,0.76,0.93
2023-09-22,16:06:11,0.76,0.93
2023-09-22,23:16:00,0.76,0.93
2023-09-22,23:16:00,0.76,0.93
2023-09-22,23:46:25,0.77,1
2023-09-22,23:46:47,13.23,13.67
2023-09-22,23:47:19,83.42,97.85
2023-09-23,00:16:37,0.77,1
2023-09-23,01:23:01,14.61,14.81
2023-09-23,01:23:20,14.61,14.81
2023-09-23,01:23:29,0.77,1
2023-09-23,01:23:36,1.17,2.26
2023-09-23,01:32:33,0.76,0.93
2023-09-23,01:32:33,0.76,0.93
2023-09-23,01:33:07,0.76,0.93
2023-09-23,01:33:07,0.76,0.93
2023-09-23,01:33:35,0.76,0.93
2023-09-23,01:33:46,0.76,0.93
2023-09-23,01:33:46,0.76,0.93
2023-09-23,01:34:11,0.76,0.93
2023-09-23,01:34:11,0.76,0.93
2023-09-23,01:36:37,0.76,0.93
2023-09-23,01:36:37,0.76,0.93
2023-09-23,01:38:01,0.76,0.93
2023-09-23,01:38:01,0.76,0.93
2023-09-23,01:38:42,0.76,0.93
2023-09-23,01:38:42,0.76,0.93
2023-09-23,01:39:02,0.76,0.93
2023-09-23,01:39:02,0.76,0.93
2023-09-23,01:40:25,0.76,0.93
2023-09-23,01:44:23,0.76,0.93
2023-09-23,01:45:05,0.76,0.93
2023-09-23,01:46:24,0.76,0.93
2023-09-23,01:47:33,0.76,0.93
2023-09-23,01:49:27,0.76,0.93
2023-09-23,02:04:53,0.77,0.93
2023-09-23,02:04:54,0.76,0.93
2023-09-23,02:05:09,0.77,0.93
2023-09-23,02:05:17,0.77,0.93
2023-09-23,02:05:17,0.77,0.93
2023-09-23,02:08:10,0.77,0.93
2023-09-23,02:08:10,0.77,0.93
2023-09-23,02:09:16,0.77,0.93
2023-09-23,02:09:16,0.77,0.93
2023-09-23,02:09:33,0.77,0.93
2023-09-23,02:09:33,0.77,0.93
2023-09-23,02:09:40,0.77,0.93
2023-09-23,02:09:40,0.77,0.93
2023-09-23,02:12:28,0.77,0.93
2023-09-23,02:12:28,0.76,0.93
2023-09-23,02:13:12,0.77,0.93
2023-09-23,02:13:12,0.77,0.93
2023-09-23,02:13:19,0.77,0.93
2023-09-23,02:13:19,0.77,0.93
2023-09-23,02:13:35,0.77,0.93
2023-09-23,02:13:35,0.77,0.93
2023-09-23,02:14:09,0.77,0.93
2023-09-23,02:14:09,0.77,0.93
2023-09-23,02:14:47,0.77,0.93
2023-09-23,02:14:47,0.77,0.93
2023-09-23,02:15:14,0.77,0.93
2023-09-23,02:15:16,0.77,0.93
2023-09-23,02:16:27,0.77,0.93
2023-09-23,02:16:28,0.77,0.93
2023-09-23,02:17:15,0.76,0.93
2023-09-23,02:18:30,0.77,0.93
2023-09-23,02:18:31,0.77,0.93
2023-09-23,02:19:34,0.77,0.93
2023-09-23,02:19:34,0.77,0.93
2023-09-23,02:32:05,0.77,0.93
2023-09-23,02:32:05,0.77,0.93
2023-09-23,02:32:29,0.77,0.93
2023-09-23,02:32:30,0.77,0.93
2023-09-23,02:33:42,0.77,0.93
2023-09-23,02:33:43,0.77,0.93
2023-09-23,02:34:26,0.77,0.93
2023-09-23,02:34:26,0.77,0.93
2023-09-23,02:35:03,0.77,0.93
2023-09-23,02:35:03,0.77,0.93
2023-09-23,02:35:08,0.77,0.93
2023-09-23,02:35:09,0.77,0.93
2023-09-23,02:36:39,0.77,0.93
2023-09-23,02:36:40,0.77,0.93
2023-09-23,02:37:22,0.77,0.93
2023-09-23,02:37:22,0.76,0.93
2023-09-23,02:37:35,0.77,0.93
2023-09-23,02:37:35,0.77,0.93
2023-09-23,02:39:02,0.77,0.93
2023-09-23,02:39:02,0.77,0.93
2023-09-23,02:39:56,0.77,0.93
2023-09-23,02:39:57,0.77,0.93
2023-09-23,02:40:23,0.77,0.93
2023-09-23,02:40:23,0.77,0.93
2023-09-23,02:41:52,0.77,0.93
2023-09-23,02:41:54,0.77,0.93
2023-09-23,02:42:09,0.77,0.93
2023-09-23,02:42:10,0.77,0.93
2023-09-23,02:42:57,0.77,0.93
2023-09-23,02:42:58,0.77,0.93
2023-09-23,02:45:49,0.77,0.93
2023-09-23,02:45:57,0.77,0.93
2023-09-23,02:45:58,0.77,0.93
2023-09-23,02:46:24,0.77,0.93
2023-09-23,02:49:02,0.77,0.93
2023-09-23,02:52:02,0.77,0.93
2023-09-23,02:52:03,0.77,0.93
2023-09-23,02:52:49,0.77,0.93
2023-09-23,02:52:49,0.77,0.93
2023-09-23,02:53:48,0.77,0.93
2023-09-23,02:53:49,0.77,0.93
2023-09-23,02:54:11,0.77,0.93
2023-09-23,02:54:12,0.76,0.93
2023-09-23,02:54:17,0.77,0.93
2023-09-23,02:54:18,0.77,0.93
2023-09-23,02:54:29,0.77,0.93
2023-09-23,02:54:30,0.77,0.93
2023-09-23,02:55:03,0.77,0.93
2023-09-23,02:55:04,0.77,0.93
2023-09-23,02:55:25,0.77,0.93
2023-09-23,02:55:26,0.77,0.93
2023-09-23,02:55:46,0.77,0.93
2023-09-23,02:55:48,0.77,0.93
2023-09-23,02:57:09,0.77,0.93
2023-09-23,02:57:47,0.77,0.93
2023-09-23,02:57:49,0.77,0.93
2023-09-23,02:58:28,0.77,0.93
2023-09-23,02:58:30,0.77,0.93
2023-09-23,02:58:45,0.77,0.93
2023-09-23,02:58:45,0.77,0.93
2023-09-23,02:59:21,0.77,0.93
2023-09-23,02:59:21,0.77,0.93
2023-09-23,11:21:48,0.76,0.92
2023-09-23,11:21:49,0.76,0.93
2023-09-23,11:23:26,0.76,0.93
2023-09-23,11:23:26,0.76,0.93
2023-09-23,11:24:36,0.76,0.93
2023-09-23,11:24:37,0.76,0.93
2023-09-23,11:26:27,0.76,0.93
2023-09-23,11:26:28,0.76,0.93
2023-09-23,11:26:37,0.76,0.93
2023-09-23,11:26:37,0.76,0.93
2023-09-23,11:27:45,0.76,0.93
2023-09-23,11:27:46,0.76,0.93
2023-09-23,11:28:13,0.76,0.93
2023-09-23,11:28:14,0.76,0.93
2023-09-23,11:39:21,0.76,0.93
2023-09-23,11:39:21,0.76,0.93
2023-09-23,11:39:43,0.76,0.93
2023-09-23,11:39:44,0.76,0.93
2023-09-23,11:43:03,0.76,0.93
2023-09-23,11:43:04,0.76,0.93
2023-09-23,11:43:33,0.76,0.93
2023-09-23,11:44:03,0.76,0.93
2023-09-23,11:44:04,0.76,0.93
2023-09-23,11:51:00,0.76,0.93
2023-09-23,11:51:00,0.76,0.92
2023-09-23,11:53:32,0.76,0.93
2023-09-23,11:53:32,0.76,0.93
2023-09-23,11:54:07,0.76,0.93
2023-09-23,11:54:07,0.76,0.93
2023-09-23,11:55:26,0.76,0.93
2023-09-23,11:55:26,0.76,0.93
2023-09-23,11:58:02,0.76,0.93
2023-09-23,11:58:03,0.76,0.92
2023-09-23,11:58:20,0.76,0.93
2023-09-23,11:58:21,0.76,0.93
2023-09-23,12:02:49,0.76,0.93
2023-09-23,12:02:49,0.76,0.93
2023-09-23,12:04:10,0.76,0.93
2023-09-23,12:04:10,0.76,0.93
2023-09-23,12:04:55,0.76,0.93
2023-09-23,12:04:56,0.76,0.93
2023-09-23,12:07:01,0.76,0.93
2023-09-23,12:07:02,0.76,0.93
2023-09-23,12:07:17,0.76,0.93
2023-09-23,12:07:18,0.76,0.93
2023-09-23,12:08:41,0.76,0.93
2023-09-23,12:08:41,0.76,0.93
2023-09-23,12:09:23,0.76,0.93
2023-09-23,12:09:23,0.76,0.93
2023-09-23,12:09:40,0.76,0.93
2023-09-23,12:10:14,0.76,0.93
2023-09-23,12:10:14,0.76,0.93
2023-09-23,12:10:26,0.76,0.93
2023-09-23,12:10:44,0.76,0.93
2023-09-23,12:11:48,0.76,0.93
2023-09-23,12:11:48,0.76,0.93
2023-09-23,12:16:11,0.76,0.93
2023-09-23,12:16:12,0.76,0.93
2023-09-23,12:17:41,0.76,0.93
2023-09-23,12:17:41,0.76,0.93
2023-09-23,12:18:29,0.76,0.93
2023-09-23,12:18:30,0.76,0.93
2023-09-23,12:20:06,0.76,0.93
2023-09-23,12:20:06,0.76,0.93
2023-09-23,12:21:08,0.76,0.93
2023-09-23,12:21:35,0.76,0.93
2023-09-23,12:21:36,0.76,0.93
2023-09-23,13:06:14,0.8,0.95
2023-09-23,13:12:34,0.8,0.95
2023-09-23,13:12:35,0.79,0.94
2023-09-23,13:15:00,0.8,0.95
2023-09-23,13:15:00,0.8,0.95
2023-09-23,13:23:22,0.77,0.93
2023-09-23,13:23:22,0.77,0.93
2023-09-23,13:23:42,0.77,0.93
2023-09-23,13:23:42,0.77,0.93
2023-09-23,13:38:35,0.77,0.93
2023-09-23,13:38:35,0.76,0.92
2023-09-23,15:51:00,0.77,0.93
2023-09-23,15:51:02,0.76,0.92
2023-09-23,16:26:38,0.77,0.93
2023-09-23,16:26:38,0.77,0.93
2023-09-23,16:27:31,0.77,0.93
2023-09-23,16:27:33,0.77,0.93
2023-09-23,16:28:25,0.77,0.93
2023-09-23,16:28:26,0.77,0.93
2023-09-23,16:28:49,0.77,0.93
2023-09-23,16:28:49,0.77,0.93
2023-09-23,16:29:47,0.77,0.93
2023-09-23,16:29:47,0.77,0.93
2023-09-23,16:30:09,0.77,0.93
2023-09-23,16:30:10,0.77,0.93
2023-09-23,16:31:50,0.77,0.93
2023-09-23,16:31:50,0.76,0.92
2023-09-23,16:32:24,0.77,0.93
2023-09-23,16:32:24,0.77,0.93
2023-09-23,16:33:26,0.77,0.93
2023-09-23,16:33:26,0.77,0.93
2023-09-23,16:34:20,0.77,0.93
2023-09-23,16:34:20,0.77,0.93
2023-09-23,16:36:38,0.77,0.93
2023-09-23,16:36:39,0.77,0.93
2023-09-24,16:58:10,0.76,0.92
2023-09-24,19:55:54,0.76,0.92
2023-09-24,23:17:16,0.76,0.92
2023-09-24,23:17:17,0.76,0.92
2023-09-24,23:21:04,0.76,0.92
2023-09-24,23:21:07,0.76,0.92
2023-09-24,23:40:10,0.76,0.92
2023-09-24,23:40:11,0.76,0.92
2023-09-24,23:40:13,0.76,0.93
2023-09-24,23:41:42,0.76,0.93
2023-09-24,23:41:43,0.76,0.92
2023-09-24,23:46:46,0.76,0.92
2023-09-24,23:46:47,0.76,0.92
2023-09-24,23:49:03,0.76,0.93
2023-09-24,23:49:31,0.76,0.93
2023-09-24,23:49:32,0.76,0.93
2023-09-24,23:50:44,0.76,0.93
2023-09-24,23:50:45,0.76,0.92
2023-09-24,23:52:22,0.76,0.92
2023-09-24,23:52:23,0.76,0.92
2023-09-24,23:55:02,0.76,0.93
2023-09-24,23:55:03,0.76,0.93
2023-09-24,23:55:35,0.76,0.93
2023-09-24,23:55:36,0.76,0.93
2023-09-24,23:57:55,0.76,0.93
2023-09-24,23:57:57,0.76,0.93
2023-09-24,23:59:11,0.76,0.93
2023-09-24,23:59:13,0.76,0.92
2023-09-25,00:03:19,0.76,0.92
2023-09-25,00:04:28,0.76,0.93
2023-09-25,00:04:28,0.76,0.92
2023-09-25,00:04:43,0.76,0.93
2023-09-25,00:04:44,0.76,0.92
2023-09-25,00:05:45,0.76,0.93
2023-09-25,00:05:46,0.76,0.92
2023-09-25,00:06:49,0.76,0.93
2023-09-25,00:06:50,0.76,0.92
2023-09-25,00:07:46,0.76,0.93
2023-09-25,00:07:46,0.76,0.92
2023-09-25,00:08:11,0.76,0.93
2023-09-25,00:08:11,0.76,0.92
2023-09-25,00:42:15,0.76,0.93
2023-09-25,00:42:16,0.76,0.93
2023-09-25,01:38:14,0.76,0.92
2023-09-25,01:38:14,0.76,0.92
2023-09-25,01:41:00,0.76,0.93
2023-09-25,01:41:00,0.76,0.92
2023-09-25,01:41:15,0.76,0.93
2023-09-25,01:41:15,0.76,0.92
2023-09-25,01:43:59,0.77,0.93
2023-09-25,01:44:01,0.77,0.92
2023-09-25,01:44:53,0.77,0.93
2023-09-25,01:44:54,0.77,0.92
2023-09-25,01:49:29,0.77,0.93
2023-09-25,01:49:30,0.76,0.92
2023-09-25,01:50:24,0.77,0.93
2023-09-25,01:50:24,0.77,0.93
2023-09-25,02:12:13,0.77,0.93
2023-09-25,02:12:14,0.77,0.93
2023-09-25,02:14:24,0.77,0.93
2023-09-25,02:14:25,0.77,0.93
2023-09-25,02:16:58,0.77,0.93
2023-09-25,02:16:59,0.77,0.93
2023-09-25,02:18:51,0.77,0.93
2023-09-25,02:18:52,0.77,0.93
2023-09-25,02:20:53,0.77,0.93
2023-09-25,02:20:53,0.77,0.93
2023-09-25,02:21:40,0.77,0.93
2023-09-25,02:22:58,0.77,0.93
2023-09-25,02:22:59,0.77,0.93
2023-09-25,08:03:56,0.76,0.92
2023-09-25,08:03:57,0.77,0.93
2023-09-25,09:09:05,0.77,0.93
2023-09-25,09:09:06,0.77,0.93
2023-09-25,09:09:20,0.77,0.93
2023-09-25,09:09:20,0.77,0.93
2023-09-25,10:07:04,0.77,0.93
2023-09-25,10:07:04,0.77,0.93
2023-09-25,10:13:04,0.77,0.93
2023-09-25,10:13:04,0.77,0.93
2023-09-25,10:15:52,0.77,0.93
2023-09-25,10:15:53,0.77,0.93
2023-09-25,12:20:42,0.76,0.92
2023-09-25,12:20:44,0.77,0.93
2023-09-25,12:20:50,0.77,1
2023-09-25,12:21:04,14.52,14.72
2023-09-25,12:21:12,0.77,1
2023-09-25,12:21:20,1.17,2.25
2023-09-25,12:22:04,0.78,1.01
2023-09-25,12:22:14,14.53,14.73
2023-09-25,14:30:36,14.53,14.73
2023-09-25,14:30:51,0.78,1.01
2023-09-25,14:31:56,1.18,2.26
2023-09-25,15:11:04,0.78,1.01
2023-09-25,15:11:20,1.18,2.26
2023-09-25,15:32:41,0.78,1.01
2023-09-25,15:32:48,1.18,2.26
2023-09-25,16:28:37,0.78,0.93
2023-09-25,16:28:38,0.78,0.93
2023-09-25,16:31:47,0.78,0.93
2023-09-25,16:31:49,0.78,0.93
2023-09-25,20:12:24,0.78,0.93
2023-09-25,20:12:24,0.78,0.93
2023-09-25,21:50:01,0.78,0.93
2023-09-25,21:50:03,0.78,0.93
2023-09-25,21:50:03,0.78,0.93
2023-09-25,21:50:04,0.78,0.93
2023-09-25,22:13:16,0.78,0.93
2023-09-25,22:13:17,0.78,0.93
2023-09-25,22:28:23,0.78,0.93
2023-09-25,22:28:23,0.77,0.92
2023-09-25,22:29:39,0.78,0.93
2023-09-25,22:29:40,0.78,0.93
2023-09-25,22:31:28,0.78,0.93
2023-09-25,22:31:29,0.78,0.93
2023-09-25,22:31:58,0.78,0.93
2023-09-25,22:31:58,0.78,0.93
2023-09-25,22:32:25,0.78,0.93
2023-09-25,22:32:27,0.78,0.93
2023-09-25,22:34:41,0.78,0.93
2023-09-25,22:34:41,0.78,0.93
2023-09-25,22:36:24,0.78,0.93
2023-09-25,22:36:26,0.78,0.93
2023-09-25,22:36:34,0.78,0.93
2023-09-25,22:36:34,0.78,0.93
2023-09-25,22:37:37,0.78,0.93
2023-09-25,22:37:37,0.78,0.93
2023-09-25,22:38:32,0.77,0.93
2023-09-25,22:38:33,0.77,0.93
2023-09-25,22:39:39,0.77,0.93
2023-09-25,22:39:40,0.77,0.93
2023-09-25,22:52:01,0.77,0.93
2023-09-25,22:52:02,0.77,0.93
2023-09-25,23:14:34,0.77,0.93
2023-09-25,23:14:36,0.77,0.93
2023-09-25,23:17:37,0.77,0.93
2023-09-25,23:17:38,0.77,0.93
2023-09-25,23:18:19,0.77,0.93
2023-09-25,23:18:19,0.77,0.93
2023-09-25,23:19:41,0.77,0.93
2023-09-25,23:19:42,0.77,0.93
2023-09-25,23:39:19,0.77,0.93
2023-09-25,23:41:00,0.77,0.93
2023-09-25,23:41:00,0.77,0.93
2023-09-25,23:41:32,0.77,0.93
